ORDER ID,ORDER DATE,SHIP DATE,SHIP MODE,CUSTOMER NAME,SEGMENT,STATE,COUNTRY,MARKET,REGION,PRODUCT ID,CATEGORY,SUB CATEGROY,PRODUCT NAME,SALES,QUANTITY,DISCOUNT,PROFIT,SHIPPING COST,ORDER PRIORITY
IN-2014-78158,20-03-2014,22-03-2014,Second Class,Mathew Reese,Home Office,Victoria,Australia,APAC,Oceania,OFF-SU-10000707,Office Supplies,Supplies,"Stiletto Shears, Serrated",81,2,0.1,29.502,9.46,High
RS-2014-4290,20-03-2014,21-03-2014,First Class,Rachel Payne,Corporate,Tambov,Russia,EMEA,EMEA,OFF-TEN-10004210,Office Supplies,Storage,"Tenex Trays, Wire Frame",53,1,0,26.64,8.27,Critical
RS-2014-4290,20-03-2014,21-03-2014,First Class,Rachel Payne,Corporate,Tambov,Russia,EMEA,EMEA,OFF-IBI-10002805,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",30,1,0,15.21,7.82,Critical
RW-2014-680,20-03-2014,22-03-2014,First Class,Barbara Fisher,Corporate,Kigali,Rwanda,Africa,Africa,TEC-MEM-10002919,Technology,Accessories,"Memorex Flash Drive, USB",30,1,0,2.64,7.44,High
ES-2014-2443168,20-03-2014,21-03-2014,First Class,Sandra Glassco,Consumer,Picardy,France,EU,Central,OFF-ST-10002759,Office Supplies,Storage,"Eldon Shelving, Industrial",132,3,0.1,-10.35,7.39,High
IN-2014-19120,20-03-2014,23-03-2014,Second Class,Anthony Witt,Consumer,Rajasthan,India,APAC,Central Asia,OFF-AR-10002109,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",95,2,0,26.64,6.43,Medium
CA-2014-124436,20-03-2014,23-03-2014,Second Class,Sue Ann Reed,Consumer,California,United States,US,West,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",31,1,0,12.6813,6.33,High
RS-2014-4290,20-03-2014,21-03-2014,First Class,Rachel Payne,Corporate,Tambov,Russia,EMEA,EMEA,OFF-AVE-10004412,Office Supplies,Labels,"Avery Color Coded Labels, Alphabetical",26,2,0,10.74,6.12,Critical
ID-2014-11056,20-03-2014,22-03-2014,Second Class,Grant Thornton,Corporate,Gyeonggi,South Korea,APAC,North Asia,OFF-EN-10000645,Office Supplies,Envelopes,"Ames Mailers, Recycled",52,3,0.5,-24.975,5.3,High
CA-2014-166499,20-03-2014,21-03-2014,First Class,Vivek Grady,Corporate,New Jersey,United States,US,East,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,9,3,0,2.4138,3.2,Critical
ID-2014-11056,20-03-2014,22-03-2014,Second Class,Grant Thornton,Corporate,Gyeonggi,South Korea,APAC,North Asia,OFF-PA-10001531,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",26,3,0.5,-2.115,3.04,High
CA-2014-124436,20-03-2014,23-03-2014,Second Class,Sue Ann Reed,Consumer,California,United States,US,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,15,2,0.2,5.1184,3.02,High
IN-2014-19120,20-03-2014,23-03-2014,Second Class,Anthony Witt,Consumer,Rajasthan,India,APAC,Central Asia,OFF-SU-10004705,Office Supplies,Supplies,"Fiskars Ruler, Serrated",33,3,0,4.32,2.93,Medium
RS-2014-4290,20-03-2014,21-03-2014,First Class,Rachel Payne,Corporate,Tambov,Russia,EMEA,EMEA,OFF-WIL-10000390,Office Supplies,Binders,"Wilson Jones Binder, Durable",15,1,0,0.57,2.64,Critical
IN-2014-75785,20-03-2014,24-03-2014,Standard Class,Kelly Williams,Consumer,Uttar Pradesh,India,APAC,Central Asia,OFF-EN-10000224,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",42,5,0,8.25,2.6,Medium
ID-2014-11056,20-03-2014,22-03-2014,Second Class,Grant Thornton,Corporate,Gyeonggi,South Korea,APAC,North Asia,OFF-BI-10003397,Office Supplies,Binders,"Acco Hole Reinforcements, Clear",12,4,0.5,-2.04,2.38,High
CA-2014-124436,20-03-2014,23-03-2014,Second Class,Sue Ann Reed,Consumer,California,United States,US,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",27,7,0.2,9.2799,2.31,High
ID-2014-45811,20-03-2014,25-03-2014,Standard Class,Corey Catlett,Corporate,Victoria,Australia,APAC,Oceania,OFF-LA-10002674,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",48,4,0.1,-2.196,2.2,Medium
ID-2014-14892,20-03-2014,23-03-2014,Second Class,Dianna Wilson,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-EN-10000539,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window",18,3,0.45,-13.869,1.99,High
US-2014-104955,20-03-2014,25-03-2014,Standard Class,Catherine Glotzbach,Home Office,New York,United States,US,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506,29,7,0,13.2986,1.91,Medium
CA-2014-105410,20-03-2014,23-03-2014,First Class,Natalie DeCherney,Consumer,California,United States,US,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,658,6,0.2,-131.5008,1.72,High
NI-2014-7510,20-03-2014,26-03-2014,Standard Class,Mary Zewe,Corporate,Kano,Nigeria,Africa,Africa,OFF-ELD-10004625,Office Supplies,Storage,"Eldon Trays, Blue",14,1,0.7,-24.969,1.64,Medium
CA-2014-105410,20-03-2014,23-03-2014,First Class,Natalie DeCherney,Consumer,California,United States,US,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",20,6,0.2,6.6906,1.38,High
ID-2014-11056,20-03-2014,22-03-2014,Second Class,Grant Thornton,Corporate,Gyeonggi,South Korea,APAC,North Asia,OFF-LA-10002744,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",3,1,0.5,-0.555,0.52,High
MX-2014-111325,20-03-2014,22-03-2014,Second Class,Erica Hackney,Consumer,La Vega,Dominican Republic,LATAM,Caribbean,OFF-FA-10004401,Office Supplies,Fasteners,"OIC Staples, Metal",43,7,0.2,6.384,0.21,Medium
GH-2014-8350,21-03-2014,28-03-2014,Standard Class,Jennifer Ferguson,Consumer,Greater Accra,Ghana,Africa,Africa,TEC-CIS-10002344,Technology,Phones,"Cisco Smart Phone, Full Size","2,606",4,0,573.12,188.65,Medium
ES-2014-5727003,21-03-2014,28-03-2014,Standard Class,Cathy Armstrong,Home Office,North Rhine-Westphalia,Germany,EU,Central,FUR-CH-10003365,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable","2,093",5,0.1,720.75,168.59,Medium
CA-2014-122763,21-03-2014,21-03-2014,Same Day,Harry Greene,Consumer,Texas,United States,US,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,274,7,0.2,102.774,58.02,High
UP-2014-7050,21-03-2014,23-03-2014,First Class,David Kendrick,Corporate,Donetsk,Ukraine,EMEA,EMEA,TEC-LOG-10003254,Technology,Accessories,"Logitech Keyboard, Programmable",444,6,0,44.28,47.67,Medium
ES-2014-2718788,21-03-2014,24-03-2014,Second Class,Kelly Andreada,Consumer,Ile-de-France,France,EU,Central,TEC-MA-10002660,Technology,Machines,"Epson Phone, White",135,2,0.15,36.486,37.35,Critical
US-2014-143770,21-03-2014,25-03-2014,Standard Class,Roger Demir,Consumer,Connecticut,United States,US,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,0,38.08,23.43,High
SU-2014-7650,21-03-2014,26-03-2014,Standard Class,Shirley Daniels,Home Office,Khartoum,Sudan,Africa,Africa,TEC-HEW-10003260,Technology,Copiers,"Hewlett Fax and Copier, Digital",385,2,0,127.02,22.54,Medium
US-2014-112907,21-03-2014,24-03-2014,First Class,Cathy Hwang,Home Office,Santo Domingo,Dominican Republic,LATAM,Caribbean,OFF-AP-10000528,Office Supplies,Appliances,"Breville Blender, Black",143,3,0.2,25.092,21.65,Medium
CA-2014-165491,21-03-2014,25-03-2014,Standard Class,Helen Wasserman,Corporate,Washington,United States,US,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,266,7,0,63.8232,17.2,Medium
ES-2014-2544561,21-03-2014,27-03-2014,Standard Class,Michael Granlund,Home Office,Baden-Württemberg,Germany,EU,Central,OFF-ST-10001547,Office Supplies,Storage,"Rogers Lockers, Industrial",191,1,0.1,59.37,14.03,Medium
ES-2014-4613373,21-03-2014,24-03-2014,Second Class,Maria Etezadi,Home Office,Ile-de-France,France,EU,Central,OFF-AR-10002165,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",199,4,0,0,13.77,High
US-2014-112907,21-03-2014,24-03-2014,First Class,Cathy Hwang,Home Office,Santo Domingo,Dominican Republic,LATAM,Caribbean,TEC-MA-10000154,Technology,Machines,"Panasonic Receipt Printer, Red",189,8,0.7,-377.84,13.63,Medium
IN-2014-19673,21-03-2014,24-03-2014,Second Class,Nicole Hansen,Corporate,Kerala,India,APAC,Central Asia,OFF-BI-10004666,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",101,2,0,45.36,13.54,High
MX-2014-114391,21-03-2014,24-03-2014,Second Class,Erica Bern,Corporate,Coahuila,Mexico,LATAM,North,TEC-AC-10000336,Technology,Accessories,"Enermax Mouse, Bluetooth",134,5,0,60.4,12.26,High
SA-2014-6420,21-03-2014,26-03-2014,Standard Class,Gary Zandusky,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,FUR-DAN-10001462,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",123,1,0,1.2,12.01,Medium
IN-2014-19673,21-03-2014,24-03-2014,Second Class,Nicole Hansen,Corporate,Kerala,India,APAC,Central Asia,OFF-EN-10002425,Office Supplies,Envelopes,"Ames Peel and Seal, Set of 50",75,4,0,2.16,11.97,High
US-2014-143770,21-03-2014,25-03-2014,Standard Class,Roger Demir,Consumer,Connecticut,United States,US,East,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,62,2,0,27.882,11,High
ID-2014-38027,21-03-2014,24-03-2014,First Class,Mick Hernandez,Home Office,Western Australia,Australia,APAC,Oceania,FUR-CH-10004576,Furniture,Chairs,"Hon Bag Chairs, Adjustable",300,7,0.1,46.662,6.71,High
ES-2014-4613373,21-03-2014,24-03-2014,Second Class,Maria Etezadi,Home Office,Ile-de-France,France,EU,Central,OFF-ST-10003132,Office Supplies,Storage,"Fellowes Box, Blue",89,5,0.1,5.76,6.69,High
CA-2014-122763,21-03-2014,21-03-2014,Same Day,Harry Greene,Consumer,Texas,United States,US,Central,OFF-PA-10000474,Office Supplies,Paper,Staples,57,2,0.2,19.1376,6.52,High
ID-2014-28787,21-03-2014,25-03-2014,Standard Class,Trudy Brown,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AR-10001773,Office Supplies,Art,"Sanford Markers, Water Color",77,4,0.27,-5.3844,6.12,Medium
SA-2014-7010,21-03-2014,27-03-2014,Standard Class,Trudy Schmidt,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-IBI-10000440,Office Supplies,Binders,"Ibico Binder Covers, Clear",79,6,0,5.4,6.07,Medium
US-2014-123484,21-03-2014,25-03-2014,Standard Class,Kean Takahito,Consumer,Ouest,Haiti,LATAM,Caribbean,OFF-BI-10003883,Office Supplies,Binders,"Acco Binder, Economy",85,14,0.4,-14.28,5.31,Medium
ES-2014-2544561,21-03-2014,27-03-2014,Standard Class,Michael Granlund,Home Office,Baden-Württemberg,Germany,EU,Central,OFF-ST-10002437,Office Supplies,Storage,"Eldon Trays, Blue",130,3,0.1,11.439,4.45,Medium
ID-2014-38027,21-03-2014,24-03-2014,First Class,Mick Hernandez,Home Office,Western Australia,Australia,APAC,Oceania,OFF-SU-10002543,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",45,2,0.1,-2.046,4.31,High
SU-2014-7650,21-03-2014,26-03-2014,Standard Class,Shirley Daniels,Home Office,Khartoum,Sudan,Africa,Africa,OFF-SME-10004160,Office Supplies,Storage,"Smead Folders, Wire Frame",66,4,0,3.96,4.21,Medium
US-2014-123484,21-03-2014,25-03-2014,Standard Class,Kean Takahito,Consumer,Ouest,Haiti,LATAM,Caribbean,OFF-PA-10000194,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",63,3,0.4,-36.828,4.04,Medium
IN-2014-19673,21-03-2014,24-03-2014,Second Class,Nicole Hansen,Corporate,Kerala,India,APAC,Central Asia,OFF-LA-10004114,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",27,3,0,7.74,3.62,High
SA-2014-6420,21-03-2014,26-03-2014,Standard Class,Gary Zandusky,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-SAN-10004288,Office Supplies,Art,"Sanford Sketch Pad, Blue",45,1,0,1.35,3.62,Medium
ID-2014-28787,21-03-2014,25-03-2014,Standard Class,Trudy Brown,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-SU-10000496,Office Supplies,Supplies,"Fiskars Scissors, Steel",84,7,0.47,-20.6724,3.1,Medium
ES-2014-4967939,21-03-2014,25-03-2014,Standard Class,Maxwell Schwartz,Consumer,North Rhine-Westphalia,Germany,EU,Central,FUR-FU-10004096,Furniture,Furnishings,"Deflect-O Light Bulb, Erganomic",35,2,0,17.58,2.73,Medium
SU-2014-7650,21-03-2014,26-03-2014,Standard Class,Shirley Daniels,Home Office,Khartoum,Sudan,Africa,Africa,FUR-TEN-10000296,Furniture,Furnishings,"Tenex Door Stop, Durable",82,2,0,10.62,2.62,Medium
SA-2014-6420,21-03-2014,26-03-2014,Standard Class,Gary Zandusky,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-OIC-10001155,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack",29,2,0,14.1,2.12,Medium
MX-2014-114391,21-03-2014,24-03-2014,Second Class,Erica Bern,Corporate,Coahuila,Mexico,LATAM,North,OFF-BI-10003653,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",20,1,0,5.48,2,High
US-2014-168760,21-03-2014,28-03-2014,Standard Class,Mike Pelletier,Home Office,Colón,Panama,LATAM,Central,OFF-LA-10004312,Office Supplies,Labels,"Hon File Folder Labels, Laser Printer Compatible",14,4,0.4,-9.216,1.03,Medium
MX-2014-136945,21-03-2014,25-03-2014,Second Class,Liz Thompson,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-BI-10001191,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",13,4,0,3.52,1,Medium
ID-2014-15578,21-03-2014,23-03-2014,Second Class,Mark Hamilton,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-FA-10003626,Office Supplies,Fasteners,"Advantus Rubber Bands, Assorted Sizes",30,4,0.47,-2.8752,0.85,Medium
KZ-2014-5810,21-03-2014,26-03-2014,Standard Class,Edward Becker,Corporate,Pavlodar,Kazakhstan,EMEA,EMEA,OFF-BOS-10002558,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",9,1,0.7,-16.317,0.65,Medium
UP-2014-7050,21-03-2014,23-03-2014,First Class,David Kendrick,Corporate,Donetsk,Ukraine,EMEA,EMEA,OFF-ACC-10004008,Office Supplies,Binders,"Acco Binder Covers, Durable",15,1,0,6.66,0.35,Medium
CA-2014-154214,21-03-2014,26-03-2014,Second Class,Troy Blackwell,Consumer,Indiana,United States,US,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",3,1,0,1.3677,0.18,Medium
IN-2014-46616,22-03-2014,26-03-2014,Standard Class,Victor Preis,Home Office,Haryana,India,APAC,Central Asia,FUR-TA-10001386,Furniture,Tables,"Lesro Conference Table, Fully Assembled","1,718",2,0,618.48,139.73,High
IN-2014-46616,22-03-2014,26-03-2014,Standard Class,Victor Preis,Home Office,Haryana,India,APAC,Central Asia,TEC-PH-10002104,Technology,Phones,"Cisco Speaker Phone, Cordless",707,5,0,204.9,91.65,High
CA-2014-119452,22-03-2014,28-03-2014,Standard Class,Clay Ludtke,Consumer,Oklahoma,United States,US,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","1,806",6,0,523.7052,80.82,Medium
CA-2014-108539,22-03-2014,24-03-2014,Second Class,Steven Cartwright,Consumer,California,United States,US,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,726,4,0,210.4936,58.05,High
IN-2014-46616,22-03-2014,26-03-2014,Standard Class,Victor Preis,Home Office,Haryana,India,APAC,Central Asia,FUR-CH-10002091,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",365,2,0,123.96,40.95,High
IN-2014-29767,22-03-2014,29-03-2014,Standard Class,Cathy Armstrong,Home Office,Hirat,Afghanistan,APAC,Central Asia,FUR-BO-10001255,Furniture,Bookcases,"Ikea Library with Doors, Mobile",732,2,0,102.42,39.66,Medium
CA-2014-169285,22-03-2014,26-03-2014,Standard Class,Robert Waldorf,Consumer,Indiana,United States,US,Central,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277,5,0,133.152,30.5,High
ID-2014-37768,22-03-2014,24-03-2014,First Class,Susan Gilcrest,Corporate,Punjab,Pakistan,APAC,Central Asia,TEC-PH-10002570,Technology,Phones,"Samsung Headset, Full Size",261,7,0.5,-177.345,28.59,High
CA-2014-111591,22-03-2014,26-03-2014,Standard Class,Paul Stevenson,Home Office,Washington,United States,US,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359,4,0,7.1864,23.61,Medium
ES-2014-5830221,22-03-2014,24-03-2014,Second Class,Toby Gnade,Consumer,Hesse,Germany,EU,Central,OFF-EN-10003271,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint",105,5,0,32.55,21.11,Critical
US-2014-128181,22-03-2014,26-03-2014,Standard Class,Eric Hoffmann,Consumer,Coahuila,Mexico,LATAM,North,FUR-BO-10004407,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",181,2,0.2,-11.32,19.89,High
ID-2014-62744,22-03-2014,24-03-2014,Second Class,Bruce Degenhardt,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10002362,Furniture,Furnishings,"Advantus Door Stop, Black",169,5,0.25,35.9625,16.09,High
IN-2014-29767,22-03-2014,29-03-2014,Standard Class,Cathy Armstrong,Home Office,Hirat,Afghanistan,APAC,Central Asia,TEC-MA-10001726,Technology,Machines,"Epson Receipt Printer, White",346,3,0,13.77,14.1,Medium
CA-2014-156272,22-03-2014,28-03-2014,Standard Class,Pauline Webber,Corporate,Florida,United States,US,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,64,1,0.2,8.048,11.61,Low
IN-2014-29767,22-03-2014,29-03-2014,Standard Class,Cathy Armstrong,Home Office,Hirat,Afghanistan,APAC,Central Asia,FUR-FU-10004064,Furniture,Furnishings,"Rubbermaid Door Stop, Erganomic",170,4,0,79.68,11.01,Medium
IN-2014-38195,22-03-2014,26-03-2014,Standard Class,Georgia Rosenberg,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,FUR-FU-10001447,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",276,12,0.27,-72.0144,10.75,Medium
IN-2014-38195,22-03-2014,26-03-2014,Standard Class,Georgia Rosenberg,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,OFF-EN-10003537,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50",91,4,0.17,14.1348,9.23,Medium
MX-2014-129875,22-03-2014,27-03-2014,Standard Class,Denny Ordway,Consumer,Distrito Federal,Mexico,LATAM,North,TEC-AC-10000086,Technology,Accessories,"Logitech Mouse, USB",79,4,0,21.2,7.51,High
US-2014-128181,22-03-2014,26-03-2014,Standard Class,Eric Hoffmann,Consumer,Coahuila,Mexico,LATAM,North,OFF-AR-10000399,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",60,5,0,11.3,6.8,High
IN-2014-46616,22-03-2014,26-03-2014,Standard Class,Victor Preis,Home Office,Haryana,India,APAC,Central Asia,FUR-FU-10002210,Furniture,Furnishings,"Tenex Clock, Black",101,2,0,17.04,5.9,High
US-2014-128181,22-03-2014,26-03-2014,Standard Class,Eric Hoffmann,Consumer,Coahuila,Mexico,LATAM,North,FUR-CH-10003423,Furniture,Chairs,"Novimex Rocking Chair, Set of Two",71,1,0.2,14.256,5.84,High
IN-2014-17874,22-03-2014,27-03-2014,Standard Class,Don Jones,Corporate,Hubei,China,APAC,North Asia,OFF-PA-10002862,Office Supplies,Paper,"Green Bar Message Books, Recycled",71,3,0,16.29,5.42,Medium
ID-2014-62744,22-03-2014,24-03-2014,Second Class,Bruce Degenhardt,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-EN-10001627,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",56,2,0.45,-33.693,4.6,High
CA-2014-111591,22-03-2014,26-03-2014,Standard Class,Paul Stevenson,Home Office,Washington,United States,US,West,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",31,6,0.2,10.3194,3.23,Medium
ID-2014-31517,22-03-2014,26-03-2014,Standard Class,Michael Kennedy,Corporate,Seoul,South Korea,APAC,North Asia,OFF-FA-10000263,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",46,7,0.5,-5.67,2.85,Medium
IN-2014-38195,22-03-2014,26-03-2014,Standard Class,Georgia Rosenberg,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,OFF-FA-10001925,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",26,3,0.17,2.4021,2.29,Medium
IN-2014-46616,22-03-2014,26-03-2014,Standard Class,Victor Preis,Home Office,Haryana,India,APAC,Central Asia,OFF-FA-10003596,Office Supplies,Fasteners,"Stockwell Push Pins, Bulk Pack",29,2,0,8.28,2.17,High
CA-2014-108539,22-03-2014,24-03-2014,Second Class,Steven Cartwright,Consumer,California,United States,US,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",11,3,0.2,3.9498,1.79,High
CA-2014-111591,22-03-2014,26-03-2014,Standard Class,Paul Stevenson,Home Office,Washington,United States,US,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22,3,0,6.4206,1.33,Medium
CA-2014-108539,22-03-2014,24-03-2014,Second Class,Steven Cartwright,Consumer,California,United States,US,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,9,2,0.2,2.8836,1.12,High
CA-2014-117156,22-03-2014,24-03-2014,Second Class,Ted Butterfield,Consumer,Pennsylvania,United States,US,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,9,3,0.2,2.8782,1.08,High
CA-2014-111591,22-03-2014,26-03-2014,Standard Class,Paul Stevenson,Home Office,Washington,United States,US,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",13,7,0,0.3906,0.74,Medium
CA-2014-169285,22-03-2014,26-03-2014,Standard Class,Robert Waldorf,Consumer,Indiana,United States,US,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,6,1,0,2.8322,0.58,High
ES-2014-3810974,23-03-2014,30-03-2014,Standard Class,John Lucas,Consumer,England,United Kingdom,EU,North,OFF-SU-10001578,Office Supplies,Supplies,"Stiletto Shears, High Speed",240,5,0,21.6,26.74,Low
MX-2014-118332,24-03-2014,28-03-2014,Standard Class,Natalie Fritzler,Consumer,Chihuahua,Mexico,LATAM,North,FUR-TA-10003641,Furniture,Tables,"Barricks Wood Table, with Bottom Storage","2,206",8,0.2,689.088,245.07,High
IN-2014-78396,24-03-2014,30-03-2014,Standard Class,Mike Gockenbach,Consumer,Rajasthan,India,APAC,Central Asia,FUR-TA-10004744,Furniture,Tables,"Lesro Conference Table, with Bottom Storage","2,573",3,0,1080.54,216.06,Medium
CA-2014-136511,24-03-2014,26-03-2014,Second Class,Mary Zewe,Corporate,New York,United States,US,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,348,3,0,17.379,61.58,High
MX-2014-118332,24-03-2014,28-03-2014,Standard Class,Natalie Fritzler,Consumer,Chihuahua,Mexico,LATAM,North,TEC-AC-10002219,Technology,Accessories,"SanDisk Memory Card, Programmable",380,5,0,174.6,58.47,High
IT-2014-2973778,24-03-2014,29-03-2014,Standard Class,Ricardo Sperren,Corporate,England,United Kingdom,EU,North,OFF-ST-10003266,Office Supplies,Storage,"Tenex Lockers, Industrial",512,5,0.5,-225.225,54.99,Medium
IN-2014-58306,24-03-2014,29-03-2014,Standard Class,Philip Fox,Consumer,Queensland,Australia,APAC,Oceania,FUR-FU-10001452,Furniture,Furnishings,"Rubbermaid Door Stop, Black",434,11,0.1,28.71,48.85,Medium
US-2014-158141,24-03-2014,29-03-2014,Standard Class,Matthew Clasen,Corporate,Jalisco,Mexico,LATAM,North,FUR-TA-10001622,Furniture,Tables,"Lesro Coffee Table, with Bottom Storage",403,3,0.2,-100.8,41.08,High
UP-2014-610,24-03-2014,26-03-2014,First Class,Sung Chung,Consumer,Dnipropetrovs'k,Ukraine,EMEA,EMEA,TEC-BEL-10004950,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",474,8,0,9.36,29.96,High
IN-2014-27800,24-03-2014,24-03-2014,Same Day,Bruce Stewart,Consumer,Victoria,Australia,APAC,Oceania,OFF-EN-10001627,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",92,2,0.1,1.986,29.46,Critical
MX-2014-152107,24-03-2014,30-03-2014,Standard Class,Tracy Hopkins,Home Office,Guatemala,Guatemala,LATAM,Central,OFF-ST-10004976,Office Supplies,Storage,"Rogers Lockers, Blue",705,5,0,21.1,28.74,Medium
CA-2014-135650,24-03-2014,28-03-2014,Standard Class,Anna Chung,Consumer,Texas,United States,US,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,144,2,0.2,-32.3388,20.44,High
US-2014-165512,24-03-2014,28-03-2014,Standard Class,Naresj Patel,Consumer,Buenos Aires,Argentina,LATAM,South,FUR-BO-10002968,Furniture,Bookcases,"Bush Library with Doors, Metal",291,2,0.4,-116.416,20.3,Medium
CA-2014-140151,24-03-2014,26-03-2014,First Class,Raymond Buch,Consumer,Washington,United States,US,West,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,"14,000",4,0,6719.9808,20,Medium
ID-2014-67560,24-03-2014,28-03-2014,Standard Class,Jim Epp,Corporate,Australian Capital Territory,Australia,APAC,Oceania,OFF-AR-10004749,Office Supplies,Art,"BIC Canvas, Blue",387,12,0.4,-245.16,19.83,Medium
CA-2014-155985,24-03-2014,26-03-2014,First Class,Bill Eplett,Home Office,California,United States,US,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,212,8,0,76.2624,19.61,High
TU-2014-6160,24-03-2014,26-03-2014,Second Class,Dionis Lloyd,Corporate,Ankara,Turkey,EMEA,EMEA,OFF-SME-10001745,Office Supplies,Storage,"Smead Shelving, Blue",78,4,0.6,-58.752,15.58,Critical
MX-2014-118332,24-03-2014,28-03-2014,Standard Class,Natalie Fritzler,Consumer,Chihuahua,Mexico,LATAM,North,FUR-FU-10003874,Furniture,Furnishings,"Advantus Door Stop, Erganomic",52,3,0.4,-21.84,8.07,High
